nu,I,tau,Gamma',E',J',Ka',Kc',GammaRot',v1',v2',v3',v4',v5',v6',GammaVib',,"Gamma ""","E""","J""","GammaVib""","Ka""","Kc""","GammaRot""",
6823.59363,1.47E-23,6.73E-02,B2,7115.366171,7,4,4,A1,0,1,1,1,0,0,B2,<-,B1,291.772541,8,A1,5,3,B1,
6823.593947,1.47E-23,6.73E-02,B1,7115.366487,7,4,3,A2,0,1,1,1,0,0,B2,<-,B2,291.77254,8,A1,5,4,B2,
6823.646583,1.05E-23,2.70E-02,B2,6933.75741,5,2,4,A1,0,2,0,1,0,0,B2,<-,B1,110.110827,5,A1,3,3,B1,
6823.673716,3.54E-24,3.91E-02,A1,7175.714773,12,3,10,B2,0,1,1,1,0,0,B2,<-,A2,352.041057,13,A1,4,9,A2,
6823.783861,1.22E-23,2.85E-02,B1,6948.478979,6,2,5,A2,0,2,0,1,0,0,B2,<-,B2,124.695118,6,A1,3,4,B2,
6823.798255,3.72E-24,4.12E-02,A2,7175.835288,12,3,9,B1,0,1,1,1,0,0,B2,<-,A1,352.037033,13,A1,4,10,A1,
6823.824471,1.49E-24,5.44E-03,B1,6912.063695,3,0,3,A2,0,1,1,1,0,0,B2,<-,B2,88.239224,3,A1,3,0,B2,
6823.831655,6.04E-24,1.58E-02,B1,7149.822871,15,0,15,A2,0,2,0,1,0,0,B2,<-,B2,325.991216,16,A1,1,16,B2,
6823.946434,1.02E-24,3.05E-03,B1,7189.914867,16,3,13,B1,0,2,0,1,0,0,A1,<-,B2,365.968433,15,A1,3,12,B2,
6823.976642,1.23E-23,2.72E-02,B2,6965.689769,7,2,6,A1,0,2,0,1,0,0,B2,<-,B1,141.713127,7,A1,3,5,B1,
6824.002799,3.62E-24,1.08E-02,B2,6921.962138,4,0,4,A1,0,1,1,1,0,0,B2,<-,B1,97.959339,4,A1,3,1,B1,
6824.183651,1.33E-23,2.85E-02,B1,6985.349598,8,2,7,A2,0,2,0,1,0,0,B2,<-,B2,161.165947,8,A1,3,6,B2,
6824.244338,5.54E-24,1.43E-02,B1,6934.355779,5,0,5,A2,0,1,1,1,0,0,B2,<-,B2,110.111441,5,A1,3,2,B2,
6824.351526,2.91E-24,9.90E-03,B1,7190.319959,14,1,13,B1,0,0,2,1,0,0,A1,<-,B2,365.968433,15,A1,3,12,B2,
6824.373106,1.16E-24,3.44E-03,B2,7189.947036,16,3,14,B2,0,2,0,1,0,0,A1,<-,B1,365.57393,15,A1,3,13,B1,
6824.389364,1.33E-24,2.56E-03,B1,6985.555311,9,4,5,A2,1,1,0,0,0,2,B2,<-,B2,161.165947,8,A1,3,6,B2,
6824.417249,5.05E-24,1.16E-02,B2,7094.889167,13,1,12,B2,4,0,0,0,0,0,A1,<-,B1,270.471918,14,A1,1,13,B1,
6824.42711,1.34E-23,2.85E-02,B2,7007.481733,9,2,8,A1,0,2,0,1,0,0,B2,<-,B1,183.054623,9,A1,3,7,B1,
6824.453459,2.27E-24,1.73E-02,A2,7115.4365,13,2,11,A2,4,0,0,0,0,0,A1,<-,A1,290.983041,14,A1,2,12,A1,
6824.454095,1.30E-24,2.49E-03,B2,6985.630142,9,4,6,A1,1,1,0,0,0,2,B2,<-,B1,161.176047,8,A1,3,5,B1,
6824.530636,5.86E-24,1.38E-02,B2,6949.227594,6,0,6,A1,0,1,1,1,0,0,B2,<-,B1,124.696958,6,A1,3,3,B1,
6824.600377,1.23E-24,2.89E-03,B2,6949.297335,6,6,0,A1,0,0,1,2,1,0,B2,<-,B1,124.696958,6,A1,3,3,B1,
6824.610498,1.12E-24,8.49E-03,A2,7115.593539,13,1,13,B1,0,1,1,1,0,0,B2,<-,A1,290.983041,14,A1,2,12,A1,
6824.645684,4.12E-24,2.46E-02,A1,6944.779608,7,1,6,B2,0,2,0,1,0,0,B2,<-,A2,120.133924,8,A1,2,7,A2,
6824.692699,1.30E-23,2.82E-02,B1,7032.072782,10,2,9,A2,0,2,0,1,0,0,B2,<-,B2,207.380083,10,A1,3,8,B2,
6824.787044,2.96E-24,5.46E-03,B1,6998.175788,10,1,9,B1,0,1,0,0,3,0,A1,<-,B2,173.388744,11,A1,1,10,B2,
6824.905995,8.21E-24,1.81E-02,B1,6966.623719,7,2,5,A2,0,2,0,1,0,0,B2,<-,B2,141.717724,7,A1,3,4,B2,
6824.906606,3.78E-24,1.15E-02,B2,7154.231494,13,3,10,B2,4,0,0,0,0,0,A1,<-,B1,329.324888,14,A1,3,11,B1,
6824.938178,1.04E-24,7.92E-03,A2,7043.276729,9,3,7,B1,0,2,0,1,0,0,B2,<-,A1,218.338551,8,A1,4,4,A1,
6824.955225,1.04E-24,7.88E-03,A1,7043.293693,9,3,6,B2,0,2,0,1,0,0,B2,<-,A2,218.338468,8,A1,4,5,A2,
6824.967405,1.23E-23,2.79E-02,B2,7059.110465,11,2,10,A1,0,2,0,1,0,0,B2,<-,B1,234.14306,11,A1,3,9,B1,
6824.973484,3.84E-24,1.17E-02,B1,7154.033461,13,3,11,B1,4,0,0,0,0,0,A1,<-,B2,329.059977,14,A1,3,12,B2,
6824.983617,5.19E-24,1.21E-02,B2,7113.73984,14,0,14,A1,0,2,0,1,0,0,B2,<-,B1,288.756223,15,A1,1,15,B1,
6825.014219,1.64E-24,1.22E-02,A1,7112.088834,13,2,12,A1,4,0,0,0,0,0,A1,<-,A2,287.074615,14,A1,2,13,A2,
6825.090684,1.04E-24,2.73E-03,B1,7151.0819,15,3,13,B1,0,2,0,1,0,0,A1,<-,B2,325.991216,16,A1,1,16,B2,
6825.11782,1.00E-24,1.21E-02,A2,7211.209847,13,4,9,A2,4,0,0,0,0,0,A1,<-,A1,386.092027,14,A1,4,10,A1,
6825.181818,1.29E-24,2.62E-03,B2,6949.878776,7,3,4,B2,1,0,1,0,0,2,A1,<-,B1,124.696958,6,A1,3,3,B1,
6825.218979,1.26E-24,2.57E-03,B1,6949.914097,7,3,5,B1,1,0,1,0,0,2,A1,<-,B2,124.695118,6,A1,3,4,B2,
6825.236238,1.14E-23,2.74E-02,B1,7088.580258,12,2,11,A2,0,2,0,1,0,0,B2,<-,B2,263.34402,12,A1,3,10,B2,
6825.281486,1.01E-24,5.41E-03,A1,6893.0092,6,0,6,A1,0,1,0,0,3,0,A1,<-,A2,67.727714,7,A1,0,7,A2,
6825.322066,1.90E-24,1.09E-02,B2,7284.693338,13,5,8,B2,4,0,0,0,0,0,A1,<-,B1,459.371272,14,A1,5,9,B1,
6825.322104,1.90E-24,1.09E-02,B1,7284.693271,13,5,9,B1,4,0,0,0,0,0,A1,<-,B2,459.371167,14,A1,5,10,B2,
6825.32514,9.02E-24,1.93E-02,B2,6986.501187,8,2,6,A1,0,2,0,1,0,0,B2,<-,B1,161.176047,8,A1,3,5,B1,
6825.336299,1.20E-24,5.33E-03,B2,7080.683258,6,4,2,A1,0,2,0,1,0,0,B2,<-,B1,255.346959,6,A1,5,1,B1,
6825.337631,1.20E-24,5.33E-03,B1,7080.68459,6,4,3,A2,0,2,0,1,0,0,B2,<-,B2,255.346959,6,A1,5,2,B2,
6825.40428,1.81E-24,5.52E-03,B2,7154.729168,13,2,11,A2,2,0,0,0,0,3,B1,<-,B1,329.324888,14,A1,3,11,B1,
6825.432744,1.19E-24,4.96E-03,B1,7097.777911,7,4,3,A2,0,2,0,1,0,0,B2,<-,B2,272.345167,7,A1,5,2,B2,
6825.437596,1.19E-24,4.95E-03,B2,7097.782763,7,4,4,A1,0,2,0,1,0,0,B2,<-,B1,272.345167,7,A1,5,3,B1,
6825.482683,1.04E-23,2.68E-02,B2,7120.465771,13,2,12,A1,0,2,0,1,0,0,B2,<-,B1,294.983088,13,A1,3,11,B1,
6825.486345,1.04E-24,4.22E-03,B2,7117.258886,8,3,5,B1,0,1,0,1,1,1,A2,<-,B1,291.772541,8,A1,5,3,B1,
6825.500735,1.04E-24,4.21E-03,B1,7117.273275,8,3,6,B2,0,1,0,1,1,1,A2,<-,B2,291.77254,8,A1,5,4,B2,
6825.534167,1.83E-24,1.15E-02,A2,7076.632178,13,0,13,A2,4,0,0,0,0,0,A1,<-,A1,251.098011,14,A1,0,14,A1,
6825.60874,3.38E-24,2.30E-02,A2,6909.523014,5,1,5,B1,0,2,0,1,0,0,B2,<-,A1,83.914274,6,A1,2,4,A1,
6825.649646,3.53E-24,7.47E-03,B1,7079.465546,13,1,13,B1,4,0,0,0,0,0,A1,<-,B2,253.8159,14,A1,1,14,B2,
6825.669045,3.11E-24,1.22E-02,B2,7190.302303,12,5,8,B2,0,2,0,1,0,0,A1,<-,B1,364.633258,11,A1,5,7,B1,
6825.669217,3.11E-24,1.22E-02,B1,7190.302485,12,5,7,B1,0,2,0,1,0,0,A1,<-,B2,364.633268,11,A1,5,6,B2,
6825.684369,9.06E-24,2.57E-02,B1,7154.744346,14,2,13,A2,0,2,0,1,0,0,B2,<-,B2,329.059977,14,A1,3,12,B2,
6825.805261,9.48E-24,2.02E-02,B1,7008.880051,9,2,7,A2,0,2,0,1,0,0,B2,<-,B2,183.07479,9,A1,3,6,B2,
6825.887314,1.09E-24,2.55E-03,B2,7114.643537,14,3,12,B2,0,2,0,1,0,0,A1,<-,B1,288.756223,15,A1,1,15,B1,
6825.892579,7.68E-24,2.44E-02,B2,7191.466509,15,2,14,A1,0,2,0,1,0,0,B2,<-,B1,365.57393,15,A1,3,13,B1,
6825.977605,6.69E-24,2.41E-02,B1,7230.50127,16,2,15,A2,0,2,0,1,0,0,B2,<-,B2,404.523665,16,A1,3,14,B2,
6826.012662,1.59E-23,7.67E-02,B1,7098.357829,6,4,3,A2,0,1,1,1,0,0,B2,<-,B2,272.345167,7,A1,5,2,B2,
6826.012744,1.59E-23,7.67E-02,B2,7098.357911,6,4,2,A1,0,1,1,1,0,0,B2,<-,B1,272.345167,7,A1,5,3,B1,
6826.166869,4.13E-24,4.26E-02,A2,7146.595721,11,3,9,B1,0,1,1,1,0,0,B2,<-,A1,320.428852,12,A1,4,8,A1,
6826.228328,4.22E-24,4.35E-02,A1,7146.655045,11,3,8,B2,0,1,1,1,0,0,B2,<-,A2,320.426717,12,A1,4,9,A2,
6826.252977,5.70E-24,1.21E-02,B1,7080.068877,13,0,13,A2,0,2,0,1,0,0,B2,<-,B2,253.8159,14,A1,1,14,B2,
6826.346177,9.61E-24,2.09E-02,B2,7033.763629,10,2,8,A1,0,2,0,1,0,0,B2,<-,B1,207.417452,10,A1,3,7,B1,
6826.430689,4.11E-24,2.58E-02,A2,6927.163161,6,1,5,B1,0,2,0,1,0,0,B2,<-,A1,100.732472,7,A1,2,6,A1,
6826.650425,1.23E-24,2.38E-03,B2,7009.705048,10,4,6,A1,1,1,0,0,0,2,B2,<-,B1,183.054623,9,A1,3,7,B1,
6826.769857,1.15E-24,2.23E-03,B1,7009.844647,10,4,7,A2,1,1,0,0,0,2,B2,<-,B2,183.07479,9,A1,3,6,B2,
6826.776891,1.90E-24,5.80E-03,B2,7156.101779,13,2,11,A2,2,0,0,0,0,3,B1,<-,B1,329.324888,14,A1,3,11,B1,
6826.855062,1.76E-24,3.73E-03,B1,7080.670962,13,3,11,B1,0,2,0,1,0,0,A1,<-,B2,253.8159,14,A1,1,14,B2,
6826.945233,9.43E-24,2.13E-02,B1,7061.153499,11,2,9,A2,0,2,0,1,0,0,B2,<-,B2,234.208266,11,A1,3,8,B2,
6827.303286,1.44E-24,2.81E-03,B1,6969.02101,8,3,5,B1,1,0,1,0,0,2,A1,<-,B2,141.717724,7,A1,3,4,B2,
6827.389736,1.36E-24,2.65E-03,B2,6969.102863,8,3,6,B2,1,0,1,0,0,2,A1,<-,B1,141.713127,7,A1,3,5,B1,
6827.436297,2.91E-24,5.19E-03,B2,6973.367233,9,1,8,B2,0,1,0,0,3,0,A1,<-,B1,145.930936,10,A1,1,9,B1,
6827.550578,1.19E-24,9.09E-03,A1,7067.760409,10,3,8,B2,0,2,0,1,0,0,B2,<-,A2,240.209831,9,A1,4,5,A2,
6827.58036,1.18E-24,9.02E-03,A2,7067.789976,10,3,7,B1,0,2,0,1,0,0,B2,<-,A1,240.209616,9,A1,4,6,A1,
6827.591722,5.59E-24,1.17E-02,B1,7063.262663,12,1,11,B1,4,0,0,0,0,0,A1,<-,B2,235.670941,13,A1,1,12,B2,
6827.594642,8.96E-24,2.15E-02,B2,7091.046935,12,2,10,A1,0,2,0,1,0,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6827.637931,2.32E-24,6.48E-03,B1,7122.793441,12,1,11,B1,0,0,2,1,0,0,A1,<-,B2,295.15551,13,A1,3,10,B2,
6827.706546,1.97E-24,1.37E-02,A1,7083.96563,12,2,10,A1,4,0,0,0,0,0,A1,<-,A2,256.259084,13,A1,2,11,A2,
6828.123538,4.27E-24,1.19E-02,B1,7123.279048,12,3,9,B1,4,0,0,0,0,0,A1,<-,B2,295.15551,13,A1,3,10,B2,
6828.142062,3.11E-24,1.30E-02,B1,7221.923166,13,5,9,B1,0,2,0,1,0,0,A1,<-,B2,393.781104,12,A1,5,8,B2,
6828.142931,3.11E-24,1.30E-02,B2,7221.924058,13,5,8,B2,0,2,0,1,0,0,A1,<-,B1,393.781127,12,A1,5,7,B1,
6828.173039,4.17E-24,1.16E-02,B2,7123.156127,12,3,10,B2,4,0,0,0,0,0,A1,<-,B1,294.983088,13,A1,3,11,B1,
6828.180664,1.09E-24,2.80E-03,B2,6843.901869,3,1,3,B1,0,1,0,1,1,1,A2,<-,B1,15.721205,2,A1,1,1,B1,
6828.186826,1.85E-24,1.27E-02,A2,7081.446524,12,2,11,A2,4,0,0,0,0,0,A1,<-,A1,253.259698,13,A1,2,12,A1,
6828.272814,8.11E-24,2.10E-02,B1,7123.428324,13,2,11,A2,0,2,0,1,0,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6828.300795,4.03E-24,2.75E-02,A1,6912.049097,5,1,4,B2,0,2,0,1,0,0,B2,<-,A2,83.748302,6,A1,2,5,A2,
6828.318168,1.07E-24,1.18E-02,A1,7180.359225,12,4,8,A1,4,0,0,0,0,0,A1,<-,A2,352.041057,13,A1,4,9,A2,
6828.31949,1.07E-24,1.18E-02,A2,7180.356523,12,4,9,A2,4,0,0,0,0,0,A1,<-,A1,352.037033,13,A1,4,10,A1,
6828.440411,1.71E-23,8.96E-02,B2,7083.78737,5,4,2,A1,0,1,1,1,0,0,B2,<-,B1,255.346959,6,A1,5,1,B1,
6828.440427,1.71E-23,8.96E-02,B1,7083.787386,5,4,1,A2,0,1,1,1,0,0,B2,<-,B2,255.346959,6,A1,5,2,B2,
6828.489585,3.46E-24,2.69E-02,A1,6897.757341,4,1,4,B2,0,2,0,1,0,0,B2,<-,A2,69.267756,5,A1,2,3,A2,
6828.511712,2.03E-24,1.07E-02,B1,7253.871988,12,5,7,B1,4,0,0,0,0,0,A1,<-,B2,425.360276,13,A1,5,8,B2,
6828.511733,2.03E-24,1.07E-02,B2,7253.871959,12,5,8,B2,4,0,0,0,0,0,A1,<-,B1,425.360226,13,A1,5,9,B1,
6828.579094,2.27E-24,1.31E-02,A1,7046.600355,12,0,12,A1,4,0,0,0,0,0,A1,<-,A2,218.021261,13,A1,0,13,A2,
6828.622974,1.20E-24,3.42E-03,B2,7157.947862,14,0,14,A1,1,1,0,1,1,0,B2,<-,B1,329.324888,14,A1,3,11,B1,
6828.638188,4.67E-24,4.58E-02,A1,7119.892007,10,3,8,B2,0,1,1,1,0,0,B2,<-,A2,291.253819,11,A1,4,7,A2,
6828.668912,4.72E-24,4.63E-02,A2,7119.921662,10,3,7,B1,0,1,1,1,0,0,B2,<-,A1,291.25275,11,A1,4,8,A1,
6828.683428,2.18E-24,8.41E-03,B2,7233.77861,15,2,13,A2,0,0,1,1,1,1,B1,<-,B1,405.095182,16,A1,3,13,B1,
6828.685831,1.74E-24,7.18E-03,B2,7069.463452,6,6,1,A2,1,1,0,1,0,1,B1,<-,B1,240.777621,5,A1,5,1,B1,
6828.685831,1.74E-24,7.18E-03,B1,7069.463452,6,6,0,A1,1,1,0,1,0,1,B1,<-,B2,240.777621,5,A1,5,0,B2,
6828.750844,1.84E-24,1.28E-02,A1,7085.009928,12,1,12,B2,0,1,1,1,0,0,B2,<-,A2,256.259084,13,A1,2,11,A2,
6828.868511,7.65E-24,2.00E-02,B1,7154.859727,15,1,14,B2,0,1,0,1,1,1,A2,<-,B2,325.991216,16,A1,1,16,B2,
6828.887155,1.11E-24,2.21E-03,B1,7036.267238,11,4,7,A2,1,1,0,0,0,2,B2,<-,B2,207.380083,10,A1,3,8,B2,
6828.920373,9.24E-24,1.80E-02,B2,7050.095333,12,1,12,B2,4,0,0,0,0,0,A1,<-,B1,221.17496,13,A1,1,13,B1,
6829.017837,7.89E-24,3.03E-02,B1,7233.541502,15,2,13,A2,0,1,1,1,0,0,B2,<-,B2,404.523665,16,A1,3,14,B2,
6829.083724,3.35E-24,9.54E-03,B2,7158.408612,14,1,14,B2,0,0,0,0,0,6,A1,<-,B1,329.324888,14,A1,3,11,B1,
6829.107113,2.96E-24,8.42E-03,B2,7158.432001,14,1,14,B2,0,0,0,0,0,6,A1,<-,B1,329.324888,14,A1,3,11,B1,
6829.381045,1.54E-24,2.96E-03,B2,6990.557092,9,3,6,B2,1,0,1,0,0,2,A1,<-,B1,161.176047,8,A1,3,5,B1,
6829.395038,1.33E-24,2.74E-02,A1,7174.381499,6,5,2,B2,0,1,1,1,0,0,B2,<-,A2,344.986461,6,A1,6,1,A2,
6829.395066,1.33E-24,2.74E-02,A2,7174.381527,6,5,1,B1,0,1,1,1,0,0,B2,<-,A1,344.986461,6,A1,6,0,A1,
6829.522724,2.27E-24,5.92E-03,B2,7092.975017,11,1,10,B2,0,0,2,1,0,0,A1,<-,B1,263.452293,12,A1,3,9,B1,
6829.564396,1.33E-24,2.56E-03,B1,6990.730343,9,3,7,B1,1,0,1,0,0,2,A1,<-,B2,161.165947,8,A1,3,6,B2,
6829.690928,6.40E-24,2.04E-02,B1,7195.659361,15,2,13,A2,0,2,0,1,0,0,B2,<-,B2,365.968433,15,A1,3,12,B2,
6829.921582,1.89E-24,3.66E-02,A1,7191.897726,7,5,2,B2,0,1,1,1,0,0,B2,<-,A2,361.976144,7,A1,6,1,A2,
6829.925095,1.58E-24,3.06E-02,A2,7191.901239,7,5,3,B1,0,1,1,1,0,0,B2,<-,A1,361.976144,7,A1,6,2,A1,
6830.110144,2.79E-24,4.93E-03,B1,6951.052134,8,1,7,B1,0,1,0,0,3,0,A1,<-,B2,120.94199,9,A1,1,8,B2,
6830.11321,1.12E-23,2.62E-02,B2,7118.869433,14,0,14,A1,0,2,0,1,0,0,B2,<-,B1,288.756223,15,A1,1,15,B1,
6830.187155,5.02E-24,1.82E-02,B2,7235.282337,16,2,14,A1,0,2,0,1,0,0,B2,<-,B1,405.095182,16,A1,3,13,B1,
6830.190065,1.29E-24,1.01E-02,A2,7094.704622,11,3,9,B1,0,2,0,1,0,0,B2,<-,A1,264.514557,10,A1,4,6,A1,
6830.238726,1.27E-24,9.97E-03,A1,7094.752783,11,3,8,B2,0,2,0,1,0,0,B2,<-,A2,264.514057,10,A1,4,7,A2,
6830.26116,3.88E-24,3.02E-02,A2,6899.445726,4,1,3,B1,0,2,0,1,0,0,B2,<-,A1,69.184566,5,A1,2,4,A1,
6830.390537,1.59E-24,1.39E-02,A1,7192.23912,16,1,16,B2,0,2,0,1,0,0,B2,<-,A2,361.848583,16,A1,2,15,A2,
6830.411908,2.14E-24,4.02E-02,A2,7211.805061,8,5,3,B1,0,1,1,1,0,0,B2,<-,A1,381.393153,8,A1,6,2,A1,
6830.412382,2.14E-24,4.02E-02,A1,7211.805535,8,5,4,B2,0,1,1,1,0,0,B2,<-,A2,381.393153,8,A1,6,3,A2,
6830.471386,1.22E-24,3.13E-03,B1,6845.708278,3,1,3,B1,1,0,1,0,0,2,A1,<-,B2,15.236892,2,A1,1,2,B2,
6830.506989,1.53E-24,3.17E-03,B1,6853.75758,4,1,4,B2,0,1,0,1,1,1,A2,<-,B2,23.250591,3,A1,1,2,B2,
6830.625867,3.02E-24,1.37E-02,B2,7255.986093,14,5,10,B2,0,2,0,1,0,0,A1,<-,B1,425.360226,13,A1,5,9,B1,
6830.628835,3.02E-24,1.37E-02,B1,7255.989111,14,5,9,B1,0,2,0,1,0,0,A1,<-,B2,425.360276,13,A1,5,8,B2,
6830.682475,6.54E-24,5.09E-02,A2,7154.708575,15,1,15,B1,0,2,0,1,0,0,B2,<-,A1,324.0261,16,A1,0,16,A1,
6830.7181,6.06E-24,1.18E-02,B2,7034.023846,11,1,10,B2,4,0,0,0,0,0,A1,<-,B1,203.305746,12,A1,1,11,B1,
6830.752156,1.18E-24,3.02E-03,B2,6846.473361,3,1,2,B2,1,0,1,0,0,2,A1,<-,B1,15.721205,2,A1,1,1,B1,
6830.769947,3.66E-24,1.25E-02,B1,7196.73838,14,2,12,A1,0,0,1,1,1,1,B1,<-,B2,365.968433,15,A1,3,12,B2,
6830.860108,2.18E-24,4.08E-02,A1,7234.097686,9,6,4,A1,0,0,0,1,2,2,A1,<-,A2,403.237578,9,A1,6,3,A2,
6830.860798,2.18E-24,4.07E-02,A2,7234.098376,9,6,3,A2,0,0,0,1,2,2,A1,<-,A1,403.237578,9,A1,6,4,A1,
6830.873478,1.83E-23,1.09E-01,B1,7071.651099,4,4,1,A2,0,1,1,1,0,0,B2,<-,B2,240.777621,5,A1,5,0,B2,
6830.87348,1.83E-23,1.09E-01,B2,7071.651101,4,4,0,A1,0,1,1,1,0,0,B2,<-,B1,240.777621,5,A1,5,1,B1,
6830.901703,2.08E-24,1.34E-02,A2,7054.97893,11,2,9,A2,4,0,0,0,0,0,A1,<-,A1,224.077227,12,A1,2,10,A1,
6830.94565,1.76E-24,6.75E-03,B1,7086.292609,7,6,2,A1,1,1,0,1,0,1,B1,<-,B2,255.346959,6,A1,5,2,B2,
6830.945656,1.76E-24,6.75E-03,B2,7086.292615,7,6,1,A2,1,1,0,1,0,1,B1,<-,B1,255.346959,6,A1,5,1,B1,
6831.102602,5.18E-24,4.93E-02,A2,7095.617159,9,3,7,B1,0,1,1,1,0,0,B2,<-,A1,264.514557,10,A1,4,6,A1,
6831.117662,5.20E-24,4.95E-02,A1,7095.631719,9,3,6,B2,0,1,1,1,0,0,B2,<-,A2,264.514057,10,A1,4,7,A2,
6831.136979,9.06E-24,3.08E-02,B2,7196.710909,14,2,12,A1,0,1,1,1,0,0,B2,<-,B1,365.57393,15,A1,3,13,B1,
6831.197834,1.83E-24,4.54E-03,B1,7065.4061,10,1,9,B1,0,0,2,1,0,0,A1,<-,B2,234.208266,11,A1,3,8,B2,
6831.26482,3.43E-24,3.24E-02,A2,6888.344499,3,1,3,B1,0,2,0,1,0,0,B2,<-,A1,57.079679,4,A1,2,2,A1,
6831.279172,4.47E-24,1.17E-02,B2,7094.731465,11,3,8,B2,4,0,0,0,0,0,A1,<-,B1,263.452293,12,A1,3,9,B1,
6831.306106,2.06E-24,1.32E-02,A1,7053.140347,11,2,10,A1,4,0,0,0,0,0,A1,<-,A2,221.834241,12,A1,2,11,A2,
6831.315611,4.44E-24,1.16E-02,B1,7094.659631,11,3,9,B1,4,0,0,0,0,0,A1,<-,B2,263.34402,12,A1,3,10,B2,
6831.412601,1.60E-24,3.09E-03,B1,7014.487391,10,3,7,B1,1,0,1,0,0,2,A1,<-,B2,183.07479,9,A1,3,6,B2,
6831.435563,2.07E-24,1.60E-02,A2,7154.708575,15,1,15,B1,0,2,0,1,0,0,B2,<-,A1,323.273012,15,A1,2,14,A1,
6831.460413,1.12E-24,1.16E-02,A2,7151.889265,11,4,7,A2,4,0,0,0,0,0,A1,<-,A1,320.428852,12,A1,4,8,A1,
6831.461198,1.12E-24,1.16E-02,A1,7151.887915,11,4,8,A1,4,0,0,0,0,0,A1,<-,A2,320.426717,12,A1,4,9,A2,
6831.531245,1.05E-24,5.64E-03,A2,6900.715811,6,2,5,A2,1,0,1,0,0,2,A1,<-,A1,69.184566,5,A1,2,4,A1,
6831.559438,1.61E-23,3.42E-02,B1,7085.375338,13,0,13,A2,0,2,0,1,0,0,B2,<-,B2,253.8159,14,A1,1,14,B2,
6831.628751,1.02E-24,5.48E-03,A1,6900.896507,6,2,4,A1,1,0,1,0,0,2,A1,<-,A2,69.267756,5,A1,2,3,A2,
6831.637731,2.38E-24,1.29E-02,A2,7018.852542,11,0,11,A2,4,0,0,0,0,0,A1,<-,A1,187.214811,12,A1,0,12,A1,
6831.645398,2.12E-24,1.04E-02,B2,7225.426525,11,5,6,B2,4,0,0,0,0,0,A1,<-,B1,393.781127,12,A1,5,7,B1,
6831.645409,2.12E-24,1.04E-02,B1,7225.426513,11,5,7,B1,4,0,0,0,0,0,A1,<-,B2,393.781104,12,A1,5,8,B2,
6831.671044,1.33E-24,2.52E-02,A2,7259.180564,10,6,5,A2,0,0,0,1,2,2,A1,<-,A1,427.50952,10,A1,6,4,A1,
6831.67152,1.33E-24,2.52E-02,A1,7259.18104,10,6,4,A1,0,0,0,1,2,2,A1,<-,A2,427.50952,10,A1,6,5,A2,
6831.767968,1.18E-24,2.28E-03,B2,7014.822591,10,2,8,A1,1,1,0,0,0,2,B2,<-,B1,183.054623,9,A1,3,7,B1,
6831.943859,2.02E-24,3.99E-02,A1,7286.152951,11,6,6,A1,0,0,0,1,2,2,A1,<-,A2,454.209092,11,A1,6,5,A2,
6831.945139,2.02E-24,3.99E-02,A2,7286.154231,11,6,5,A2,0,0,0,1,2,2,A1,<-,A1,454.209092,11,A1,6,6,A1,
6831.988109,9.25E-24,1.70E-02,B1,7022.826358,11,1,11,B1,4,0,0,0,0,0,A1,<-,B2,190.838249,12,A1,1,12,B2,
6832.314562,3.67E-24,3.46E-02,A1,6889.358536,3,1,2,B2,0,2,0,1,0,0,B2,<-,A2,57.043974,4,A1,2,3,A2,
6832.366907,1.94E-24,4.07E-02,A2,7315.703322,12,6,7,A2,0,0,0,1,2,2,A1,<-,A1,483.336415,12,A1,6,6,A1,
6832.368472,1.94E-24,4.07E-02,A1,7315.704887,12,6,6,A1,0,0,0,1,2,2,A1,<-,A2,483.336415,12,A1,6,7,A2,
6832.435243,1.05E-24,1.23E-02,B2,7365.638408,9,5,4,B2,0,1,1,1,0,0,A1,<-,B1,533.203165,10,A1,7,3,B1,
6832.435363,1.05E-24,1.23E-02,B1,7365.638528,9,5,5,B1,0,1,1,1,0,0,A1,<-,B2,533.203165,10,A1,7,4,B2,
6832.523057,2.51E-24,1.75E-02,A1,7119.597672,14,1,14,B2,0,2,0,1,0,0,B2,<-,A2,287.074615,14,A1,2,13,A2,
6832.555456,2.04E-24,1.32E-02,A2,7056.632683,11,1,11,B1,0,1,1,1,0,0,B2,<-,A1,224.077227,12,A1,2,10,A1,
6832.738954,1.76E-24,3.64E-03,B2,6855.020991,4,1,4,B2,1,0,1,0,0,2,A1,<-,B1,22.282037,3,A1,1,3,B1,
6832.779488,1.93E-24,3.44E-03,B2,6866.066121,5,1,5,B1,0,1,0,1,1,1,A2,<-,B1,33.286633,4,A1,1,3,B1,
6832.779688,1.38E-24,3.33E-03,B2,7040.19714,9,1,8,B2,0,0,2,1,0,0,A1,<-,B1,207.417452,10,A1,3,7,B1,
6832.783754,1.78E-24,4.03E-02,A1,7347.675377,13,6,8,A1,0,0,0,1,2,2,A1,<-,A2,514.891623,13,A1,6,7,A2,
6832.784749,1.78E-24,4.03E-02,A2,7347.676371,13,6,7,A2,0,0,0,1,2,2,A1,<-,A1,514.891622,13,A1,6,8,A1,
6832.798189,2.61E-24,4.68E-03,B2,6931.228517,7,1,6,B2,0,1,0,0,3,0,A1,<-,B1,98.430328,8,A1,1,7,B1,
